lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
23,233,17,133,153,32,27,10
23,261,22,148,172,25,32,10
23,550,22,128,155,11,32,10
23,167,35,124,174,22,45,10
23,581,37,117,168,14,47,10
23,264,39,112,161,11,49,10
23,118,48,109,148,19,58,10
23,150,49,107,174,21,59,10
23,322,53,102,173,15,63,10
23,128,58,93,165,13,68,10
23,526,176,110,145,8,186,10
23,303,198,102,155,12,208,10
23,26,215,100,138,24,225,10
23,78,222,106,168,21,232,10
23,435,314,113,188,11,324,10
23,590,577,119,183,6,587,10
23,122,637,108,162,24,647,10
23,538,776,117,178,19,786,10
23,117,853,125,148,8,863,10
23,185,877,125,168,27,887,10
23,186,898,120,155,24,908,10
23,436,972,142,188,12,982,10
23,257,1018,117,155,22,1028,10
23,237,1078,133,187,16,1088,10
