lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
17,487,134,88,31,10,202,90
17,210,162,60,15,10,211,90
17,212,200,86,31,20,253,90
17,497,231,63,7,20,290,90
17,170,288,86,30,20,346,90
17,139,323,65,6,10,383,90
17,65,383,87,27,20,438,90
17,275,405,65,5,20,484,90
17,15,470,85,24,20,537,90
17,494,508,63,3,10,566,90
17,74,566,83,30,30,634,90
17,249,594,65,4,30,665,90
17,574,662,82,31,10,722,90
17,82,694,69,4,20,752,90
17,307,756,79,30,30,813,90
17,105,786,66,7,10,849,90
17,132,849,78,31,10,904,90
17,240,872,66,8,20,945,90
17,83,944,78,33,10,992,90
17,488,977,66,10,20,1024,90
17,153,1030,82,34,20,1094,90
17,520,1061,67,10,30,1122,90
