lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
19,176,676,110,351,21,731,10
19,112,749,140,387,8,918,10
19,394,752,98,375,29,868,10
19,678,823,79,344,16,1030,10
19,588,834,108,399,23,920,10
19,333,836,91,388,2,1005,10
19,685,927,57,381,22,1025,10
19,37,957,135,384,13,1114,10
19,714,1032,41,399,13,1179,10
19,262,1201,68,386,16,1395,10
19,601,1415,88,372,14,1539,10
19,130,1437,87,378,25,1621,10
19,736,1561,92,384,26,1782,10
19,499,1599,117,395,13,1732,10
19,187,1781,80,365,18,1935,10
19,160,1804,103,361,25,1992,10
19,675,1856,95,391,5,2046,10
19,388,1960,102,324,23,2086,10
19,84,2107,80,392,16,2295,10
19,347,2142,142,385,16,2195,10
19,610,2227,97,387,37,2382,10
19,671,2251,108,395,12,2450,10
19,476,2309,85,333,19,2422,10
19,737,2313,122,397,22,2419,10
19,412,2462,136,373,33,2573,10
19,546,2490,117,381,18,2609,10
19,367,2612,133,375,21,2710,10
19,270,2763,68,378,10,2810,10
19,700,3121,105,360,10,3283,10
19,330,3276,50,385,31,3428,10
19,265,3296,37,397,50,3424,10
19,462,3843,74,351,32,3954,10
19,8,3933,102,377,16,4062,10
