lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
21,463,145,183,56,20,305,90
21,131,171,195,46,10,331,90
21,382,276,207,55,20,436,90
21,360,373,214,56,20,533,90
21,602,481,202,42,20,641,90
21,573,580,196,35,10,740,90
21,600,673,199,35,20,833,90
21,421,2716,180,21,20,2876,90
21,350,2815,179,30,10,2975,90
21,713,2918,166,31,20,3078,90
21,20,3026,183,37,20,3186,90
21,353,3123,190,36,20,3283,90
21,458,3217,193,38,10,3377,90
21,254,3325,178,48,10,3485,90
21,447,3410,169,52,20,3570,90
