lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
3,58,380,145,301,8,540,10
3,405,384,175,304,24,472,10
3,581,473,153,315,16,521,10
3,720,586,186,355,25,659,10
3,210,681,134,320,39,756,10
3,650,719,173,384,3,769,10
3,117,747,147,376,36,916,10
3,148,986,169,352,7,1126,10
3,380,1412,146,301,34,1533,10
3,348,1740,192,332,31,1886,10
3,757,1996,146,320,22,2097,10
3,541,2258,138,326,17,2348,10
3,253,2393,162,316,30,2499,10
3,226,2552,165,335,3,2748,10
3,141,2812,174,329,30,2908,10
3,780,3123,142,379,11,3239,10
3,263,3142,163,364,21,3274,10
3,191,3412,160,313,8,3579,10
3,32,3460,138,306,1,3571,10
3,227,3567,205,372,2,3667,10
3,605,3713,157,378,22,3737,10
3,30,3741,180,359,26,3910,10
3,603,3795,174,326,8,3963,10
3,284,3825,178,353,19,3958,10
3,124,4137,152,361,18,4214,10
3,362,4137,193,390,21,4259,10
3,38,4272,161,346,7,4298,10
3,569,4834,166,357,21,4992,10
3,783,5161,140,344,6,5263,10
3,759,5629,146,324,24,5783,10
