lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
14,754,192,367,104,20,222,10
14,777,194,368,102,20,224,10
14,465,202,369,100,30,232,10
14,672,214,370,98,20,244,10
14,291,232,374,104,10,262,10
14,170,244,372,104,20,274,10
14,282,249,371,111,3,279,10
14,747,256,370,104,10,286,10
14,257,264,388,106,9,294,10
14,633,268,369,106,10,298,10
14,189,270,396,106,18,300,10
14,127,279,369,107,20,309,10
14,770,303,327,115,15,333,10
14,376,444,334,92,29,474,10
14,348,548,349,135,28,578,10
14,462,772,366,97,23,802,10
14,611,802,350,131,12,832,10
14,144,847,400,109,20,877,10
14,750,866,379,126,8,896,10
14,266,951,338,106,8,981,10
14,298,1052,369,118,12,1082,10
14,442,1137,334,100,21,1167,10
