lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
25,275,654,214,378,20,774,10
25,473,721,220,381,20,841,10
25,739,772,222,383,30,892,10
25,260,829,221,379,30,949,10
25,387,880,219,377,20,1000,10
25,16,946,223,372,30,1066,10
25,134,1071,251,381,17,1191,10
25,723,1248,220,337,23,1368,10
25,797,1579,260,352,13,1699,10
25,153,2383,256,385,5,2503,10
25,34,2871,213,332,21,2991,10
25,292,3007,271,371,15,3127,10
25,657,3557,205,372,2,3677,10
25,761,4029,228,341,13,4149,10
25,5,4051,229,371,7,4171,10
25,116,4163,264,341,9,4283,10
25,150,4862,247,377,28,4982,10
