lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
0,258,752,21,104,30,872,10
0,220,812,18,100,20,932,10
0,589,864,15,100,10,984,10
0,231,908,14,100,30,1028,10
0,104,929,18,102,18,1049,10
0,403,968,17,96,10,1088,10
0,715,1024,21,96,20,1144,10
0,490,1068,22,96,10,1188,10
0,308,1130,20,91,10,1250,10
0,789,1188,24,93,10,1308,10
0,580,1240,24,96,10,1360,10
0,119,1286,23,97,20,1406,10
0,117,1330,23,98,10,1450,10
0,206,1690,35,79,22,1810,10
0,361,2594,32,78,23,2714,10
0,155,3354,8,119,11,3474,10
0,217,3661,45,85,10,3781,10
0,137,3685,26,70,3,3805,10
0,418,3766,56,97,19,3886,10
0,795,3940,43,121,12,4060,10
0,296,4026,17,99,1,4146,10
0,8,4567,52,94,14,4687,10
