lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
13,84,152,146,343,10,312,90
13,242,165,144,343,30,325,90
13,398,262,141,350,20,422,90
13,400,359,138,356,10,519,90
13,282,459,146,361,20,619,90
13,575,553,142,363,20,713,90
13,76,648,137,364,20,808,90
13,250,743,134,360,10,903,90
13,115,835,132,360,20,995,90
13,454,932,132,353,20,1092,90
13,56,1028,127,350,10,1188,90
13,582,1129,129,361,30,1289,90
13,168,1222,130,364,10,1382,90
13,668,1318,125,362,20,1478,90
13,244,1415,125,369,10,1575,90
13,269,1508,127,372,20,1668,90
13,434,1619,146,381,20,1779,90
13,200,1722,149,393,40,1882,90
13,793,1816,153,393,20,1976,90
13,211,1921,158,379,10,2081,90
13,101,2019,150,381,20,2179,90
13,761,2117,145,374,10,2277,90
13,57,2209,146,373,20,2369,90
13,599,2300,147,374,10,2460,90
13,490,2395,150,370,10,2555,90
13,377,2490,147,367,30,2650,90
13,69,2586,152,363,20,2746,90
13,423,2684,160,361,30,2844,90
13,122,2783,154,355,10,2943,90
13,318,2875,156,353,10,3035,90
13,553,2970,155,349,20,3130,90
13,94,3065,151,352,10,3225,90
13,289,3162,148,345,20,3322,90
13,717,3253,149,345,40,3413,90
13,277,3349,154,342,20,3509,90
