lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
13,789,170,231,320,4,180,10
13,511,173,256,356,19,183,10
13,165,200,250,340,21,210,10
13,320,278,251,381,17,288,10
13,88,322,220,337,23,332,10
13,472,369,226,378,30,379,10
13,133,405,260,352,13,415,10
13,735,431,253,316,21,441,10
13,648,486,262,390,21,496,10
13,4,606,256,385,5,616,10
13,181,613,279,337,5,623,10
13,109,643,267,321,26,653,10
13,462,728,213,332,21,738,10
13,739,762,271,371,15,772,10
13,282,899,205,372,2,909,10
13,612,1017,228,341,13,1027,10
13,759,1023,229,371,7,1033,10
13,66,1051,264,341,9,1061,10
13,424,1225,247,377,28,1235,10
