lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
12,16,282,451,62,5,312,10
12,856,297,433,15,20,327,10
12,809,302,435,11,40,332,10
12,231,313,458,16,20,343,10
12,682,314,440,7,20,344,10
12,456,315,459,14,20,345,10
12,365,321,481,26,30,351,10
12,242,322,460,13,20,352,10
12,998,326,485,24,20,356,10
12,165,330,437,12,20,360,10
12,504,334,483,22,10,364,10
12,167,335,459,10,10,365,10
12,41,343,439,15,20,373,10
12,195,347,481,20,20,377,10
12,829,353,460,2,20,383,10
12,616,355,437,15,30,385,10
12,110,363,483,14,10,393,10
12,278,367,435,16,10,397,10
12,701,369,461,8,20,399,10
12,969,380,489,17,10,410,10
12,729,381,435,20,20,411,10
12,183,385,464,13,20,415,10
12,336,392,441,7,20,422,10
12,708,394,491,20,20,424,10
12,337,397,462,14,20,427,10
12,454,401,488,3,3,431,10
12,122,409,491,25,10,439,10
12,873,411,459,17,20,441,10
12,965,421,489,27,10,451,10
12,108,433,488,26,30,463,10
12,263,446,485,27,10,476,10
12,320,449,476,61,36,479,10
12,288,458,483,27,20,488,10
12,380,467,432,2,20,497,10
12,953,811,492,34,5,841,10
12,546,1014,437,19,15,1044,10
12,121,1122,459,53,20,1152,10
12,196,1282,436,25,19,1312,10
12,132,1295,472,57,17,1325,10
12,661,1459,441,60,21,1489,10
