lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
4,297,784,371,423,10,904,10
4,724,868,413,391,8,988,10
4,798,877,422,409,10,997,10
4,179,935,410,399,25,1055,10
4,71,940,404,447,20,1060,10
4,702,941,421,415,30,1061,10
4,630,993,405,450,20,1113,10
4,892,996,419,418,10,1116,10
4,253,1037,406,450,20,1157,10
4,774,1050,422,420,20,1170,10
4,15,1088,408,452,10,1208,10
4,828,1105,419,422,20,1225,10
4,671,1132,408,453,10,1252,10
4,821,1159,416,420,20,1279,10
4,582,1188,412,453,10,1308,10
4,431,1212,413,421,10,1332,10
4,211,1260,411,421,20,1380,10
4,56,1265,419,459,20,1385,10
4,55,1328,417,417,10,1448,10
4,262,1363,405,455,40,1483,10
4,512,1372,416,417,20,1492,10
4,473,1424,413,417,10,1544,10
4,986,1435,399,450,20,1555,10
4,598,1590,479,387,13,1710,10
4,95,1696,429,389,18,1816,10
4,577,1712,471,368,19,1832,10
4,897,1751,418,399,20,1871,10
4,98,1979,414,378,23,2099,10
4,58,2307,450,416,25,2427,10
4,194,2396,448,404,15,2516,10
4,524,2877,406,460,2,2997,10
4,840,2947,470,417,11,3067,10
4,910,3177,433,447,20,3297,10
4,936,3178,425,448,9,3298,10
4,29,3205,421,387,15,3325,10
4,70,3297,421,386,29,3417,10
4,39,3326,377,432,20,3446,10
4,1,3568,440,436,18,3688,10
4,432,3703,470,405,17,3823,10
4,332,3928,420,383,27,4048,10
4,662,4773,411,379,25,4893,10
4,831,4891,448,414,23,5011,10
4,802,4987,449,428,25,5107,10
4,460,5212,405,454,11,5332,10
