lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
17,0,0,200,200,0,3811,0
17,652,3,200,203,10,163,90
17,16,16,201,206,20,176,90
17,796,116,202,216,20,276,90
17,407,221,188,212,10,381,90
17,404,315,191,209,20,475,90
17,396,427,194,187,10,587,90
17,51,521,197,184,30,681,90
17,615,613,195,184,20,773,90
17,24,709,190,186,40,869,90
17,326,802,187,186,20,962,90
17,87,904,191,175,30,1064,90
17,445,1000,185,177,30,1160,90
17,466,1487,202,171,20,1647,90
17,109,1590,215,174,30,1750,90
17,347,1684,218,172,10,1844,90
17,29,1788,228,162,30,1948,90
17,387,1890,234,172,20,2050,90
17,533,1990,228,180,10,2150,90
17,351,2096,228,196,10,2256,90
17,690,2189,225,197,30,2349,90
17,525,2287,223,189,10,2447,90
17,595,2385,215,188,30,2545,90
17,249,2479,212,185,10,2639,90
17,307,2571,210,185,30,2731,90
17,674,2664,208,187,10,2824,90
17,655,2757,206,185,10,2917,90
17,517,2853,207,179,10,3013,90
17,352,2948,204,183,20,3108,90
17,375,3047,199,190,20,3207,90
