lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
26,238,351,53,141,16,429,10
26,68,454,37,159,7,597,10
26,67,493,29,139,25,594,10
26,302,508,18,151,15,661,10
26,525,528,29,130,18,631,10
26,494,555,1,145,6,638,10
26,210,639,37,126,19,711,10
26,492,688,25,119,17,779,10
26,348,857,9,122,19,994,10
26,564,858,48,141,25,998,10
26,167,1009,54,136,9,1108,10
26,432,1147,52,165,18,1270,10
26,4,1326,38,139,12,1489,10
26,529,1334,47,143,17,1457,10
26,363,1490,37,149,24,1602,10
26,484,1553,34,150,15,1715,10
26,225,1582,30,149,4,1664,10
26,168,2592,28,141,25,2688,10
26,72,2690,3,135,7,2774,10
26,62,2766,3,119,8,2865,10
26,233,2816,28,124,12,2946,10
26,74,3051,46,155,18,3111,10
26,330,3051,47,153,9,3208,10
26,172,3395,30,145,23,3501,10
