lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
0,258,203,21,104,30,233,10
0,220,207,18,100,20,237,10
0,589,216,15,100,10,246,10
0,231,227,14,100,30,257,10
0,104,232,18,102,18,262,10
0,403,242,17,96,10,272,10
0,715,256,21,96,20,286,10
0,490,267,22,96,10,297,10
0,308,283,20,91,10,313,10
0,789,297,24,93,10,327,10
0,580,310,24,96,10,340,10
0,119,321,23,97,20,351,10
0,117,332,23,98,10,362,10
0,206,423,35,79,22,453,10
0,361,649,32,78,23,679,10
0,155,839,8,119,11,869,10
0,217,915,45,85,10,945,10
0,137,921,26,70,3,951,10
0,418,941,56,97,19,971,10
0,795,985,43,121,12,1015,10
0,296,1006,17,99,1,1036,10
0,8,1142,52,94,14,1172,10
