lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
25,275,178,214,378,20,208,10
25,473,182,220,381,20,212,10
25,739,193,222,383,30,223,10
25,260,207,221,379,30,237,10
25,387,220,219,377,20,250,10
25,16,236,223,372,30,266,10
25,134,268,251,381,17,298,10
25,723,312,220,337,23,342,10
25,797,395,260,352,13,425,10
25,153,596,256,385,5,626,10
25,34,718,213,332,21,748,10
25,292,752,271,371,15,782,10
25,657,889,205,372,2,919,10
25,761,1007,228,341,13,1037,10
25,5,1013,229,371,7,1043,10
25,116,1041,264,341,9,1071,10
25,150,1215,247,377,28,1245,10
