lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
17,514,97,53,141,16,107,10
17,205,126,37,159,7,136,10
17,195,131,29,139,25,141,10
17,99,140,29,130,18,150,10
17,529,141,18,151,15,151,10
17,329,149,1,145,6,159,10
17,599,164,37,126,19,174,10
17,278,178,25,119,17,188,10
17,531,226,9,122,19,236,10
17,339,227,48,141,25,237,10
17,95,260,54,136,9,270,10
17,379,344,47,143,17,354,10
17,466,347,38,139,12,357,10
17,218,382,37,149,24,392,10
17,143,401,30,149,4,411,10
17,96,403,34,150,15,413,10
17,323,655,28,141,25,665,10
17,496,678,3,135,7,688,10
17,406,699,3,119,8,709,10
17,340,715,28,124,12,725,10
17,478,765,46,155,18,775,10
17,116,777,47,153,9,787,10
17,133,857,30,145,23,867,10
