lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
13,63,160,388,331,20,190,10
13,518,161,388,334,20,191,10
13,931,167,398,329,17,197,10
13,685,169,389,334,20,199,10
13,545,181,391,334,20,211,10
13,315,194,394,333,20,224,10
13,146,206,395,332,10,236,10
13,105,217,395,331,20,247,10
13,537,233,398,325,30,263,10
13,201,251,390,325,30,281,10
13,973,263,388,325,10,293,10
13,826,410,366,334,5,440,10
13,24,530,371,332,14,560,10
13,265,559,330,371,1,589,10
13,934,643,408,318,15,673,10
13,237,712,331,356,13,742,10
13,863,717,381,328,12,747,10
13,202,817,346,354,8,847,10
13,498,866,377,385,6,896,10
13,758,866,380,350,15,896,10
13,459,884,370,382,11,914,10
13,597,926,368,311,14,956,10
13,398,935,348,348,23,965,10
13,631,1025,394,322,12,1055,10
13,722,1166,371,315,18,1196,10
13,250,1392,434,359,13,1422,10
