lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
16,577,540,137,64,30,660,10
16,218,575,137,68,25,695,10
16,478,594,134,62,20,714,10
16,311,638,134,63,10,758,10
16,35,698,133,68,20,818,10
16,604,747,131,67,30,867,10
16,389,795,129,67,30,915,10
16,208,841,128,68,10,961,10
16,330,842,156,4,25,962,10
16,504,897,124,69,10,1017,10
16,300,946,126,70,10,1066,10
16,719,1002,130,70,30,1122,10
16,279,2955,154,68,20,3075,10
16,552,3161,156,32,34,3281,10
16,579,3392,115,51,18,3512,10
16,85,3499,180,15,7,3619,10
16,154,4060,140,40,27,4180,10
16,488,4754,159,11,7,4874,10
16,615,4870,143,20,15,4990,10
