lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
23,197,526,36,212,4,593,10
23,76,545,15,219,19,668,10
23,435,603,23,218,23,709,10
23,491,730,8,227,33,803,10
23,155,932,20,245,28,1086,10
23,418,937,27,255,5,1107,10
23,403,1036,44,223,22,1124,10
23,575,1130,30,243,6,1281,10
23,556,1206,42,221,29,1281,10
23,100,1256,9,239,20,1389,10
23,182,1985,24,261,8,2196,10
23,267,2061,11,242,16,2195,10
23,506,2704,15,259,9,2837,10
23,533,2972,33,231,36,3110,10
23,95,2989,40,236,11,3131,10
23,414,3079,58,240,20,3236,10
23,555,3286,37,258,11,3441,10
23,339,3352,2,238,21,3492,10
23,441,3748,30,226,14,3876,10
