lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
26,0,0,250,250,0,7284,0
26,176,2,248,251,20,122,10
26,793,5,245,251,10,125,10
26,477,18,265,240,9,138,10
26,230,47,244,250,10,167,10
26,929,65,247,219,17,185,10
26,407,85,214,245,8,205,10
26,244,96,211,248,26,216,10
26,779,96,243,248,30,216,10
26,272,98,236,213,20,218,10
26,727,133,293,228,19,253,10
26,871,150,240,250,10,270,10
26,991,210,236,247,20,330,10
26,252,259,234,246,10,379,10
26,101,333,237,254,20,453,10
26,659,401,244,254,20,521,10
26,59,450,246,255,10,570,10
26,149,507,249,258,30,627,10
26,344,535,238,210,30,655,10
26,859,588,237,213,10,708,10
26,291,5031,291,213,23,5151,10
26,427,5083,225,269,30,5203,10
26,214,5136,286,244,31,5256,10
26,590,5205,244,277,18,5325,10
26,757,6361,272,234,26,6481,10
26,735,6422,228,260,12,6542,10
26,795,6828,274,261,20,6948,10
