lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
17,726,36,214,245,8,46,10
17,213,39,211,248,26,49,10
17,697,40,235,288,18,50,10
17,775,43,228,287,21,53,10
17,26,47,210,276,5,57,10
17,235,55,215,293,13,65,10
17,117,56,201,278,13,66,10
17,299,56,221,291,9,66,10
17,489,59,195,273,22,69,10
17,932,64,187,263,35,74,10
17,122,69,181,260,23,79,10
17,873,70,214,311,14,80,10
17,893,70,226,316,21,80,10
17,718,102,172,292,17,112,10
17,138,114,136,265,12,124,10
17,804,119,133,273,20,129,10
17,517,129,162,306,22,139,10
17,148,143,161,276,8,153,10
17,820,143,134,276,15,153,10
17,651,172,169,305,21,182,10
17,411,351,179,286,8,361,10
17,373,414,149,341,6,424,10
17,607,421,217,333,26,431,10
17,206,446,170,347,15,456,10
17,630,550,222,331,10,560,10
17,853,555,172,314,9,565,10
17,182,664,216,341,19,674,10
17,328,666,235,316,2,676,10
17,770,754,180,283,23,764,10
17,302,897,178,302,19,907,10
17,18,941,144,331,13,951,10
17,282,1025,174,347,3,1035,10
17,915,1026,159,299,12,1036,10
17,15,1105,164,320,12,1115,10
17,371,1131,179,318,2,1141,10
17,42,1140,166,345,14,1150,10
17,239,1202,230,320,8,1212,10
17,423,1205,146,313,22,1215,10
17,844,1275,221,269,14,1285,10
17,753,1281,225,269,30,1291,10
17,918,1290,164,332,19,1300,10
17,384,1294,224,320,36,1304,10
17,527,1311,244,277,18,1321,10
17,547,1357,161,275,21,1367,10
17,721,1379,214,274,24,1389,10
17,834,1430,217,357,23,1440,10
17,461,1450,215,282,21,1460,10
17,455,1481,213,283,14,1491,10
17,898,1584,218,271,16,1594,10
17,586,1586,157,269,31,1596,10
17,762,1599,171,303,18,1609,10
17,687,1616,228,260,12,1626,10
17,664,1623,162,301,16,1633,10
17,264,1644,167,291,27,1654,10
17,501,1670,229,322,11,1680,10
17,549,1675,175,352,12,1685,10
17,532,1764,190,267,36,1774,10
