lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
11,335,125,140,90,30,285,90
11,427,132,140,98,20,292,90
11,426,150,147,84,20,310,90
11,228,229,145,93,10,389,90
11,388,333,152,81,20,493,90
11,267,426,152,78,10,586,90
11,395,533,154,95,20,693,90
11,263,630,158,101,20,790,90
11,685,723,161,101,10,883,90
11,134,818,162,96,20,978,90
11,391,912,165,93,30,1072,90
11,265,1009,170,97,20,1169,90
11,146,1103,172,101,10,1263,90
11,379,1202,174,92,20,1362,90
11,598,1295,175,89,10,1455,90
11,148,1388,173,88,20,1548,90
11,210,1479,172,89,30,1639,90
11,171,1573,170,86,10,1733,90
11,8,1668,165,85,10,1828,90
11,243,1762,163,81,20,1922,90
11,11,1866,150,77,30,2026,90
11,302,1963,143,76,30,2123,90
11,446,2059,137,77,30,2219,90
11,651,2158,140,69,30,2318,90
11,320,2259,151,69,10,2419,90
11,639,2353,153,73,20,2513,90
11,494,2453,162,69,20,2613,90
11,614,2548,167,68,30,2708,90
11,308,2658,186,73,20,2818,90
11,46,2754,182,78,30,2914,90
11,493,2849,178,81,10,3009,90
11,275,2946,179,88,30,3106,90
11,473,3045,187,92,30,3205,90
