lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
17,301,286,76,160,2,311,10
17,460,313,75,191,12,450,10
17,508,767,60,176,19,916,10
17,137,821,86,216,25,964,10
17,84,1051,51,217,36,1224,10
17,123,1092,63,170,19,1148,10
17,534,1115,67,175,3,1216,10
17,408,1273,83,188,16,1400,10
17,579,1480,72,180,27,1616,10
17,590,1846,64,170,17,1931,10
17,512,1899,56,212,10,2001,10
17,558,2117,87,183,17,2204,10
17,298,2181,84,231,21,2295,10
17,111,2345,69,208,17,2430,10
17,496,2655,47,203,29,2824,10
17,196,2751,57,192,33,2834,10
17,7,2889,76,221,24,2994,10
17,282,3581,88,190,12,3724,10
17,277,3865,81,219,27,3963,10
17,310,4063,96,199,16,4210,10
