lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
8,217,178,278,40,20,338,90
8,296,199,275,29,20,359,90
8,581,294,272,32,30,454,90
8,546,385,272,31,10,545,90
8,38,498,255,15,20,658,90
8,271,597,250,8,20,757,90
8,534,703,266,10,20,863,90
8,481,799,267,4,20,959,90
8,297,896,274,2,30,1056,90
8,99,991,273,7,20,1151,90
8,233,1086,278,7,20,1246,90
8,624,1180,282,7,30,1340,90
8,653,1273,284,5,30,1433,90
8,187,1365,286,5,10,1525,90
8,771,1459,288,1,20,1619,90
8,694,1555,290,6,10,1715,90
8,742,1652,285,11,10,1812,90
8,303,1746,281,10,20,1906,90
8,449,1842,278,15,10,2002,90
8,419,1933,278,14,20,2093,90
8,227,2029,275,9,20,2189,90
8,755,2122,273,12,10,2282,90
8,123,2217,275,16,20,2377,90
8,349,2313,271,21,20,2473,90
8,25,2413,280,24,20,2573,90
8,157,2508,285,23,20,2668,90
8,322,2601,288,23,30,2761,90
8,640,2697,286,17,10,2857,90
8,137,2794,292,20,10,2954,90
8,338,2890,298,22,20,3050,90
8,117,2986,294,26,10,3146,90
8,165,3083,299,31,10,3243,90
8,757,3181,299,39,10,3341,90
