lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
12,43,27,101,127,31,37,10
12,244,31,111,129,27,41,10
12,270,42,118,139,13,52,10
12,164,48,108,148,21,58,10
12,90,49,118,117,20,59,10
12,163,223,114,122,10,233,10
12,142,259,100,144,17,269,10
12,391,280,108,141,13,290,10
12,259,350,113,151,2,360,10
12,315,362,114,153,23,372,10
12,225,418,113,158,19,428,10
12,169,435,107,133,22,445,10
12,400,531,88,143,17,541,10
12,302,540,116,118,12,550,10
12,249,551,127,143,7,561,10
12,73,594,97,129,11,604,10
12,109,636,104,142,24,646,10
