lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
3,676,784,335,57,30,904,10
3,474,844,339,60,20,964,10
3,1000,895,341,58,10,1015,10
3,732,951,340,54,10,1071,10
3,751,999,342,54,20,1119,10
3,844,1024,398,23,10,1144,10
3,175,1060,343,49,10,1180,10
3,908,1073,365,28,9,1193,10
3,364,1076,398,20,20,1196,10
3,941,1108,343,47,20,1228,10
3,377,1120,397,20,20,1240,10
3,96,1147,371,71,21,1267,10
3,452,1168,397,18,10,1288,10
3,22,1180,347,54,10,1300,10
3,553,1233,346,57,20,1353,10
3,990,1237,393,12,10,1357,10
3,901,1252,394,47,5,1372,10
3,287,1285,346,60,10,1405,10
3,57,1293,389,11,20,1413,10
3,819,1334,347,62,10,1454,10
3,846,1348,386,13,10,1468,10
3,721,1386,344,62,10,1506,10
3,952,1402,384,16,20,1522,10
3,142,1430,343,62,10,1550,10
3,198,1463,389,17,10,1583,10
3,282,1511,391,18,10,1631,10
3,223,1563,393,20,20,1683,10
3,274,1615,394,23,20,1735,10
3,646,1984,351,5,12,2104,10
3,470,3159,341,59,27,3279,10
3,129,3186,325,56,13,3306,10
3,781,3219,341,72,9,3339,10
3,172,3235,385,17,40,3355,10
3,236,3394,365,74,24,3514,10
3,982,4009,337,41,8,4129,10
3,232,4241,390,34,7,4361,10
3,371,4550,323,29,7,4670,10
3,570,4583,344,70,24,4703,10
3,643,4713,352,63,6,4833,10
3,403,5367,335,46,18,5487,10
3,322,5394,364,71,5,5514,10
3,726,5904,397,57,17,6024,10
