lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
27,458,601,102,67,20,721,10
27,435,653,99,67,10,773,10
27,187,662,85,61,20,782,10
27,351,662,102,84,3,782,10
27,159,713,95,64,20,833,10
27,409,757,95,63,10,877,10
27,243,806,93,62,20,926,10
27,438,858,93,59,20,978,10
27,487,948,82,65,30,1068,10
27,571,1002,85,67,10,1122,10
27,225,1069,91,70,20,1189,10
27,38,1121,94,70,30,1241,10
27,634,1170,96,69,10,1290,10
27,680,1315,75,76,23,1435,10
27,68,1678,73,126,38,1798,10
27,65,2258,66,118,27,2378,10
27,564,2272,88,121,15,2392,10
27,623,2850,86,112,17,2970,10
27,783,2881,92,68,19,3001,10
27,726,2987,76,90,2,3107,10
27,699,3078,59,89,24,3198,10
27,405,3509,70,81,9,3629,10
27,143,3737,98,107,17,3857,10
27,176,3774,97,105,33,3894,10
27,782,4743,82,78,20,4863,10
27,464,4903,79,95,22,5023,10
27,468,5151,85,128,18,5271,10
27,180,5419,74,87,9,5539,10
