lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
19,713,155,186,355,25,165,10
19,386,175,110,351,21,185,10
19,553,185,173,384,3,195,10
19,382,202,98,375,29,212,10
19,101,203,147,376,36,213,10
19,661,203,140,387,8,213,10
19,5,219,108,399,23,229,10
19,355,225,91,388,2,235,10
19,754,254,135,384,13,264,10
19,494,259,169,352,7,269,10
19,319,411,117,395,13,421,10
19,161,413,92,384,26,423,10
19,474,470,103,361,25,480,10
19,390,483,95,391,5,493,10
19,196,537,142,385,16,547,10
19,125,571,97,387,37,581,10
19,367,583,108,395,12,593,10
19,566,586,122,397,22,596,10
19,188,624,136,373,33,634,10
19,544,632,117,381,18,642,10
19,324,660,133,375,21,670,10
19,450,790,142,379,11,800,10
19,755,796,105,360,10,806,10
19,799,797,163,364,21,807,10
19,451,926,157,378,22,936,10
19,548,951,180,359,26,961,10
19,592,968,178,353,19,978,10
19,621,994,102,377,16,1004,10
19,62,1039,152,361,18,1049,10
19,219,1045,193,390,21,1055,10
19,391,1066,161,346,7,1076,10
19,241,1223,166,357,21,1233,10
19,150,1298,140,344,6,1308,10
