lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
3,385,342,279,262,19,462,10
3,89,484,291,301,20,604,10
3,103,545,293,306,20,665,10
3,675,594,295,307,20,714,10
3,470,629,330,313,27,749,10
3,345,651,294,311,10,771,10
3,607,662,299,351,14,782,10
3,270,693,310,340,11,813,10
3,454,696,293,310,30,816,10
3,325,749,290,311,30,869,10
3,554,749,311,344,26,869,10
3,791,802,291,308,30,922,10
3,424,853,289,306,10,973,10
3,39,902,287,307,10,1022,10
3,201,948,286,308,10,1068,10
3,586,1168,302,274,15,1288,10
3,785,1362,309,274,23,1482,10
3,297,1682,253,316,21,1802,10
3,670,2253,299,308,21,2373,10
3,417,2363,321,287,12,2483,10
3,377,2413,279,337,5,2533,10
3,676,2450,325,311,15,2570,10
3,40,2533,267,321,26,2653,10
3,682,2559,308,314,23,2679,10
3,118,2594,278,265,23,2714,10
3,456,2772,300,272,15,2892,10
3,384,2925,267,295,20,3045,10
3,22,4583,325,294,22,4703,10
3,276,4786,287,279,4,4906,10
