lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
6,875,891,477,179,20,1011,10
6,888,946,479,176,20,1066,10
6,776,952,470,125,20,1072,10
6,784,967,480,136,22,1087,10
6,591,1006,484,177,20,1126,10
6,150,1010,472,129,10,1130,10
6,117,1027,474,96,30,1147,10
6,245,1058,484,174,10,1178,10
6,446,1079,476,94,20,1199,10
6,716,1079,479,127,20,1199,10
6,170,1115,488,173,20,1235,10
6,552,1131,477,97,10,1251,10
6,950,1134,481,124,10,1254,10
6,756,1173,484,171,10,1293,10
6,361,1182,481,122,30,1302,10
6,576,1188,481,96,20,1308,10
6,345,1231,479,121,10,1351,10
6,599,1234,479,169,20,1354,10
6,813,1245,478,99,10,1365,10
6,637,1275,478,121,40,1395,10
6,351,1297,476,174,30,1417,10
6,675,1297,478,102,10,1417,10
6,963,1320,477,122,10,1440,10
6,896,1345,476,102,20,1465,10
6,594,1361,452,110,14,1481,10
6,219,1368,477,120,10,1488,10
6,665,1417,478,118,20,1537,10
6,35,1504,467,114,10,1624,10
6,571,2022,481,84,17,2142,10
6,249,2103,439,156,2,2223,10
6,985,2164,493,111,26,2284,10
6,390,2433,452,172,9,2553,10
6,331,2514,480,119,7,2634,10
6,977,2750,480,131,5,2870,10
6,399,3178,485,104,21,3298,10
6,561,3230,482,104,19,3350,10
6,247,3467,455,168,21,3587,10
6,749,3764,438,127,2,3884,10
6,938,3995,471,94,30,4115,10
6,865,4043,482,141,14,4163,10
6,444,4086,480,152,26,4206,10
6,780,4265,488,96,22,4385,10
6,226,4427,482,184,14,4547,10
6,611,4744,466,149,16,4864,10
6,648,5026,498,171,12,5146,10
