lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
1,457,111,105,252,25,121,10
1,170,132,127,266,13,142,10
1,282,137,107,281,16,147,10
1,558,174,132,297,40,184,10
1,57,198,106,243,22,208,10
1,383,302,124,299,9,312,10
1,19,338,99,226,12,348,10
1,368,347,112,272,18,357,10
1,291,387,109,299,24,397,10
1,300,419,140,294,18,429,10
1,82,494,135,251,31,504,10
1,473,495,121,246,9,505,10
1,227,501,136,295,18,511,10
1,446,502,110,262,26,512,10
1,105,504,126,266,27,514,10
1,374,516,125,278,16,526,10
1,305,535,116,240,17,545,10
1,484,552,107,291,17,562,10
1,541,587,116,245,37,597,10
1,488,615,120,241,20,625,10
1,15,777,92,241,3,787,10
1,452,781,139,270,15,791,10
1,17,817,119,254,42,827,10
1,259,818,114,259,5,828,10
1,567,890,108,298,17,900,10
1,415,904,103,260,14,914,10
1,80,943,97,232,11,953,10
