lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
7,111,57,115,196,10,120,90
7,546,78,140,228,20,148,90
7,560,127,114,198,20,173,90
7,191,148,136,233,10,203,90
7,510,218,112,199,20,267,90
7,261,227,137,229,10,311,90
7,258,306,112,201,20,363,90
7,380,327,135,227,10,396,90
7,167,395,113,202,10,457,90
7,337,425,131,228,20,487,90
7,557,493,114,204,20,543,90
7,96,519,130,230,20,577,90
7,566,590,115,197,10,640,90
7,362,612,127,232,10,672,90
7,37,701,126,229,10,769,90
7,318,803,125,228,30,851,90
7,242,886,131,226,20,960,90
7,398,983,133,225,30,1048,90
7,234,1079,136,220,10,1142,90
