lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
13,63,580,388,331,20,700,10
13,931,611,398,329,17,731,10
13,518,632,388,334,20,752,10
13,685,676,389,334,20,796,10
13,545,724,391,334,20,844,10
13,315,777,394,333,20,897,10
13,146,822,395,332,10,942,10
13,105,866,395,331,20,986,10
13,537,933,398,325,30,1053,10
13,201,1005,390,325,30,1125,10
13,973,1053,388,325,10,1173,10
13,826,1641,366,334,5,1761,10
13,24,2118,371,332,14,2238,10
13,265,2234,330,371,1,2354,10
13,934,2572,408,318,15,2692,10
13,237,2847,331,356,13,2967,10
13,863,2869,381,328,12,2989,10
13,202,3270,346,354,8,3390,10
13,498,3465,377,385,6,3585,10
13,758,3466,380,350,15,3586,10
13,459,3535,370,382,11,3655,10
13,597,3704,368,311,14,3824,10
13,398,3739,348,348,23,3859,10
13,631,4099,394,322,12,4219,10
13,722,4663,371,315,18,4783,10
13,250,5569,434,359,13,5689,10
