lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
18,614,208,201,255,16,232,10
18,139,217,215,260,9,278,10
18,712,258,213,280,29,390,10
18,216,270,184,282,19,399,10
18,192,308,210,294,43,449,10
18,68,337,259,285,14,491,10
18,393,399,248,286,35,470,10
18,76,402,192,291,3,551,10
18,288,547,243,287,8,666,10
18,442,636,231,320,4,766,10
18,49,1228,220,337,23,1388,10
18,448,1685,253,316,21,1800,10
18,39,1929,206,286,19,2082,10
18,483,1967,213,305,24,2073,10
18,767,2069,192,268,31,2241,10
18,793,2461,209,283,24,2597,10
18,82,2794,241,275,18,2895,10
18,515,2895,213,332,21,2966,10
18,155,2948,267,295,20,3023,10
18,268,3393,230,266,14,3514,10
18,555,3688,243,275,31,3789,10
18,247,3818,246,298,19,3951,10
18,458,4026,228,341,13,4151,10
18,371,4472,236,260,31,4597,10
18,74,4682,237,259,11,4828,10
18,277,5246,244,285,6,5415,10
18,161,5336,239,252,20,5443,10
