lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
8,608,216,393,297,20,246,10
8,46,217,393,301,10,247,10
8,651,229,393,305,20,259,10
8,4,240,395,340,24,270,10
8,59,240,393,306,20,270,10
8,447,251,392,307,20,281,10
8,730,254,344,321,2,284,10
8,765,255,397,362,15,285,10
8,101,262,393,307,10,292,10
8,743,263,371,349,8,293,10
8,362,276,395,310,10,306,10
8,695,290,397,313,20,320,10
8,232,304,393,312,30,334,10
8,397,320,389,307,10,350,10
8,374,331,389,306,30,361,10
8,768,331,348,319,29,361,10
8,414,380,384,307,7,410,10
8,267,412,397,283,9,442,10
8,113,469,381,290,36,499,10
8,502,538,349,324,33,568,10
8,112,557,384,294,20,587,10
8,630,603,375,294,2,633,10
8,467,715,366,340,23,745,10
8,131,741,380,339,10,771,10
8,172,794,394,299,14,824,10
8,126,811,343,322,21,841,10
8,64,952,338,315,9,982,10
8,741,1041,390,357,13,1071,10
8,255,1072,352,303,8,1102,10
