lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
13,308,896,435,180,37,1020,10
13,908,937,480,136,22,1116,10
13,719,1204,484,224,7,1312,10
13,428,1363,495,199,25,1451,10
13,153,1389,495,227,20,1482,10
13,693,1699,447,184,27,1816,10
13,262,1958,452,206,31,2099,10
13,794,2022,423,170,27,2203,10
13,770,2101,439,156,2,2225,10
13,829,2211,443,167,17,2254,10
13,342,2401,494,165,19,2553,10
13,834,2443,452,172,9,2542,10
13,885,2495,450,194,27,2623,10
13,443,2515,480,119,7,2632,10
13,975,2540,461,182,13,2612,10
13,586,2551,432,199,7,2678,10
13,424,2740,480,131,5,2881,10
13,79,2904,492,188,33,2939,10
13,102,3137,500,228,8,3237,10
13,559,3335,475,198,20,3466,10
13,552,3447,481,207,34,3521,10
13,669,3501,455,168,21,3554,10
13,379,3603,440,201,29,3658,10
13,643,3607,429,169,8,3735,10
13,684,3627,428,202,24,3723,10
13,340,3785,438,127,2,3862,10
13,248,3929,439,222,22,4028,10
13,720,4022,441,177,23,4107,10
13,234,4028,482,141,14,4178,10
13,223,4028,480,152,26,4265,10
13,751,4437,482,184,14,4538,10
13,749,4509,458,213,22,4637,10
13,642,4533,449,190,2,4707,10
13,178,4761,466,149,16,4848,10
13,444,4765,442,153,29,4865,10
13,74,4836,488,173,25,4966,10
13,78,5048,498,171,12,5123,10
13,97,5218,454,201,16,5342,10
13,886,5531,470,138,16,5704,10
13,35,5597,461,195,26,5683,10
13,441,5723,489,159,29,5818,10
13,537,5788,456,157,20,5972,10
13,105,6054,461,186,16,6165,10
