lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
19,617,214,168,109,10,224,10
19,447,234,215,79,5,244,10
19,675,236,253,50,27,246,10
19,702,239,144,35,26,249,10
19,680,273,198,85,28,283,10
19,473,302,187,73,18,312,10
19,691,369,235,13,27,379,10
19,846,376,168,59,6,386,10
19,599,409,210,81,2,419,10
19,502,433,150,68,23,443,10
19,403,458,173,65,12,468,10
19,388,484,135,30,12,494,10
19,683,502,142,80,12,512,10
19,194,535,200,27,22,545,10
19,226,542,241,38,16,552,10
19,98,554,218,12,3,564,10
19,930,555,187,61,19,565,10
19,41,557,245,42,24,567,10
19,329,614,239,15,2,624,10
19,309,619,196,56,15,629,10
19,507,621,158,24,18,631,10
19,227,700,224,3,10,710,10
19,724,750,179,75,13,760,10
19,303,758,250,57,26,768,10
19,33,767,178,72,23,777,10
19,577,794,132,32,18,804,10
19,429,811,212,47,20,821,10
19,483,845,142,14,18,855,10
19,427,877,191,84,13,887,10
19,784,906,265,0,10,916,10
19,815,944,202,28,22,954,10
19,443,953,165,59,27,963,10
19,10,997,251,63,14,1007,10
19,623,1003,200,78,31,1013,10
19,366,1023,244,13,24,1033,10
19,798,1047,156,65,22,1057,10
19,240,1058,157,38,3,1068,10
19,137,1061,210,29,13,1071,10
19,795,1107,138,28,23,1117,10
19,162,1119,147,30,26,1129,10
19,1,1153,171,34,21,1163,10
19,976,1175,149,98,4,1185,10
19,81,1177,201,66,14,1187,10
19,643,1196,224,56,13,1206,10
19,362,1236,257,57,18,1246,10
19,674,1236,231,29,14,1246,10
19,398,1256,142,30,32,1266,10
19,514,1270,174,67,15,1280,10
19,147,1313,174,41,15,1323,10
19,747,1313,172,66,18,1323,10
19,780,1347,235,33,30,1357,10
19,472,1393,171,24,11,1403,10
19,993,1462,172,24,17,1472,10
19,865,1568,151,81,28,1578,10
19,456,1570,240,34,28,1580,10
19,519,1578,209,68,27,1588,10
