lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
3,714,137,246,330,10,297,90
3,638,171,267,358,30,331,90
3,315,470,249,354,20,630,90
3,312,561,249,353,10,721,90
3,798,669,265,344,20,829,90
3,453,766,266,351,20,926,90
3,584,867,258,359,30,1027,90
3,635,962,261,363,30,1122,90
3,750,1053,262,363,10,1213,90
3,161,1150,266,368,30,1310,90
3,15,1248,271,375,30,1408,90
3,731,1341,268,375,30,1501,90
3,172,1951,289,392,30,2111,90
3,538,1961,277,376,20,2121,90
3,483,2079,305,379,30,2239,90
3,357,2190,291,364,20,2350,90
3,559,2255,270,380,20,2415,90
3,783,2286,297,365,20,2446,90
3,790,2379,298,362,20,2539,90
3,272,2480,288,357,10,2640,90
3,130,2577,283,362,10,2737,90
3,348,2683,267,360,10,2843,90
3,151,2777,270,358,10,2937,90
3,39,2870,270,355,30,3030,90
3,325,2968,276,350,20,3128,90
3,159,3062,274,346,10,3222,90
3,22,3154,273,345,20,3314,90
3,1,3247,271,343,10,3407,90
3,392,3339,273,342,30,3499,90
