lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
14,598,126,157,276,18,136,10
14,455,150,159,300,15,160,10
14,595,164,148,299,15,174,10
14,410,172,181,297,10,182,10
14,535,172,158,291,18,182,10
14,27,212,184,277,17,222,10
14,453,299,181,277,15,309,10
14,600,315,208,290,16,325,10
14,431,407,159,287,21,417,10
14,357,419,208,297,8,429,10
14,492,436,177,281,16,446,10
14,284,452,183,282,42,462,10
14,41,456,209,269,17,466,10
14,52,501,175,294,16,511,10
14,85,523,182,284,3,533,10
14,297,548,213,299,22,558,10
14,125,597,165,256,12,607,10
14,485,598,154,299,17,608,10
14,12,602,212,270,21,612,10
14,251,620,176,263,5,630,10
14,286,650,175,281,17,660,10
14,553,751,203,283,6,761,10
14,214,770,178,263,18,780,10
14,465,832,215,295,8,842,10
14,137,905,159,266,2,915,10
14,566,918,202,292,10,928,10
