lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
17,988,219,34,239,16,249,10
17,469,221,35,303,20,251,10
17,937,221,35,304,30,251,10
17,615,229,35,306,20,259,10
17,496,245,13,314,14,275,10
17,811,246,7,292,10,276,10
17,421,247,6,292,10,277,10
17,307,249,25,307,10,279,10
17,993,256,3,292,20,286,10
17,75,267,30,302,10,297,10
17,575,268,1,293,10,298,10
17,902,271,16,287,12,301,10
17,645,278,30,301,10,308,10
17,243,279,0,293,30,309,10
17,728,293,0,297,10,323,10
17,160,296,38,301,20,326,10
17,100,306,2,295,30,336,10
17,382,320,6,296,10,350,10
17,97,331,5,297,10,361,10
17,19,345,7,300,30,375,10
17,535,356,8,300,10,386,10
17,857,370,24,259,19,400,10
17,569,401,32,319,21,431,10
17,513,407,44,311,27,437,10
17,696,441,52,303,25,471,10
17,511,493,37,281,17,523,10
17,907,1017,19,273,25,1047,10
17,163,1101,64,294,12,1131,10
17,369,1145,40,304,16,1175,10
17,842,1372,5,281,16,1402,10
17,623,1459,51,286,14,1489,10
17,433,1487,33,278,18,1517,10
17,221,1546,33,286,11,1576,10
