lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
22,225,385,162,94,11,515,10
22,40,864,156,4,25,940,10
22,280,892,200,48,20,987,10
22,639,1084,173,72,39,1231,10
22,711,1534,194,65,16,1675,10
22,494,1655,190,27,10,1797,10
22,457,1745,193,18,22,1862,10
22,704,1796,199,22,20,1948,10
22,576,1997,184,69,1,2149,10
22,506,2131,196,51,19,2227,10
22,770,2320,201,6,25,2482,10
22,519,2375,208,20,10,2554,10
22,739,2465,168,15,6,2630,10
22,306,2522,202,6,20,2683,10
22,669,2858,160,62,11,2933,10
22,17,2862,194,43,26,3055,10
22,197,2941,154,68,20,3089,10
22,83,3007,193,29,16,3168,10
22,358,3035,177,55,17,3130,10
22,594,3074,183,71,14,3163,10
22,744,3099,186,75,35,3259,10
22,676,3159,156,32,34,3284,10
22,532,3162,159,79,15,3293,10
22,659,3167,177,77,13,3344,10
22,34,3168,206,7,8,3303,10
22,158,3173,199,45,26,3265,10
22,567,3222,203,40,11,3231,10
22,657,3265,148,71,8,3378,10
22,409,3300,196,77,4,3445,10
22,701,3426,150,49,5,3475,10
22,146,3517,180,15,7,3601,10
22,228,3638,168,87,5,3814,10
22,662,3720,158,85,22,3864,10
22,206,4016,187,23,22,4129,10
22,524,4079,140,40,27,4161,10
22,466,4223,188,67,14,4293,10
22,113,4686,164,80,25,4902,10
22,229,4764,159,11,7,4864,10
22,166,4811,166,19,11,4901,10
22,230,4884,143,20,15,4976,10
22,638,5146,154,41,22,5261,10
