lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
9,585,220,156,4,25,230,10
9,360,230,200,48,20,240,10
9,353,396,194,65,16,406,10
9,244,426,190,27,10,436,10
9,251,446,193,18,22,456,10
9,700,463,199,22,20,473,10
9,457,540,196,51,19,550,10
9,420,595,201,6,25,605,10
9,310,611,208,20,10,621,10
9,159,632,168,15,6,642,10
9,135,646,202,6,20,656,10
9,243,719,160,62,11,729,10
9,744,735,194,43,26,745,10
9,677,766,177,55,17,776,10
9,762,767,193,29,16,777,10
9,20,800,156,32,34,810,10
9,232,800,199,45,26,810,10
9,190,802,203,40,11,812,10
9,132,804,206,7,8,814,10
9,695,858,150,49,5,868,10
9,246,885,180,15,7,895,10
9,321,1010,210,1,11,1020,10
9,756,1013,187,23,22,1023,10
9,729,1025,140,40,27,1035,10
9,336,1198,159,11,7,1208,10
9,464,1209,166,19,11,1219,10
9,701,1227,143,20,15,1237,10
9,444,1296,154,41,22,1306,10
