lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
10,309,98,222,83,20,158,90
10,107,103,213,68,10,177,90
10,148,115,239,77,20,181,90
10,547,165,227,80,30,223,90
10,586,167,215,68,10,223,90
10,524,178,240,73,20,240,90
10,211,248,224,79,30,326,90
10,431,260,217,69,10,316,90
10,203,273,242,73,20,330,90
10,556,345,224,77,20,413,90
10,480,359,241,71,20,427,90
10,183,363,220,66,20,401,90
10,347,439,231,70,10,519,90
10,324,447,216,62,20,508,90
10,522,458,240,71,30,510,90
10,563,538,213,61,20,604,90
10,591,547,221,70,10,612,90
10,273,549,238,69,20,605,90
10,89,629,211,61,20,697,90
10,283,637,236,66,30,705,90
10,209,642,222,73,20,703,90
10,473,726,212,62,20,782,90
10,302,734,223,74,10,794,90
10,507,735,236,72,20,799,90
10,156,826,213,65,20,869,90
10,54,835,220,74,20,878,90
10,484,911,211,66,10,968,90
10,549,918,217,73,20,981,90
