lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
11,16,669,275,263,33,787,10
11,139,744,263,291,2,874,10
11,489,863,238,294,22,1010,10
11,227,1176,248,280,27,1268,10
11,6,1855,241,298,27,1958,10
11,520,1988,296,279,15,2111,10
11,413,2149,287,293,14,2276,10
11,64,2200,285,283,22,2348,10
11,452,2840,285,285,13,2885,10
11,3,2954,284,244,12,3054,10
11,265,2992,283,275,12,3042,10
11,190,3003,239,295,11,3137,10
11,259,3140,256,286,31,3334,10
11,255,3174,274,256,10,3317,10
11,163,3175,296,252,18,3259,10
