lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
14,404,150,66,144,29,160,10
14,26,161,57,124,24,171,10
14,415,166,40,153,15,176,10
14,693,195,13,167,42,205,10
14,773,205,0,155,9,215,10
14,281,229,32,163,9,239,10
14,798,242,18,102,18,252,10
14,766,269,11,135,28,279,10
14,500,273,58,98,15,283,10
14,508,277,54,108,17,287,10
14,748,343,7,143,4,353,10
14,670,368,37,106,5,378,10
14,48,429,73,126,38,439,10
14,749,536,37,119,15,546,10
14,179,563,73,124,9,573,10
14,715,573,46,110,16,583,10
14,167,575,66,118,27,585,10
14,763,578,88,121,15,588,10
14,38,580,29,86,28,590,10
14,255,614,46,102,25,624,10
14,757,693,56,156,19,703,10
14,222,723,86,112,17,733,10
14,46,733,16,114,26,743,10
14,795,761,13,96,19,771,10
14,180,779,59,89,24,789,10
14,42,793,55,115,8,803,10
14,316,849,8,119,11,859,10
14,628,925,45,85,10,935,10
14,663,951,56,97,19,961,10
14,745,995,43,121,12,1005,10
14,552,1004,41,93,45,1014,10
14,626,1006,63,166,4,1016,10
14,327,1016,17,99,1,1026,10
14,56,1027,35,160,13,1037,10
14,149,1152,52,94,14,1162,10
14,412,1265,68,143,16,1275,10
14,60,1298,85,128,18,1308,10
