lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
5,224,53,122,58,15,63,10
5,314,55,109,45,14,65,10
5,341,94,99,45,21,104,10
5,342,110,127,39,13,120,10
5,213,122,121,50,24,132,10
5,388,145,109,48,3,155,10
5,143,176,121,46,3,186,10
5,170,247,95,50,25,257,10
5,156,276,106,41,13,286,10
5,269,282,125,34,14,292,10
5,89,293,121,48,17,303,10
5,194,300,125,49,17,310,10
5,199,364,118,45,28,374,10
5,182,380,115,50,14,390,10
5,181,383,125,53,24,393,10
5,180,402,116,52,10,412,10
5,220,403,123,59,18,413,10
5,313,447,120,39,31,457,10
5,161,450,122,38,5,460,10
5,63,458,112,42,33,468,10
5,233,686,100,53,22,696,10
