lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
11,27,194,130,140,17,224,10
11,342,217,96,97,20,247,10
11,312,218,94,97,20,248,10
11,800,225,93,96,20,255,10
11,947,231,124,56,20,261,10
11,885,232,130,57,40,262,10
11,373,239,144,35,26,269,10
11,898,239,109,56,27,269,10
11,137,240,97,93,20,270,10
11,733,244,132,57,20,274,10
11,827,245,125,39,20,275,10
11,530,250,122,35,10,280,10
11,596,253,95,92,20,283,10
11,44,256,131,56,10,286,10
11,743,259,125,32,30,289,10
11,653,267,132,55,10,297,10
11,525,270,88,95,20,300,10
11,916,272,126,30,10,302,10
11,457,279,120,17,30,309,10
11,479,279,133,53,20,309,10
11,788,282,87,96,30,312,10
11,563,283,125,29,30,313,10
11,190,292,187,73,18,322,10
11,31,293,136,52,10,323,10
11,306,298,91,101,10,328,10
11,621,298,129,27,10,328,10
11,310,312,133,26,10,342,10
11,212,326,132,30,20,356,10
11,356,363,128,113,22,393,10
11,543,366,168,59,6,396,10
11,125,423,150,68,23,453,10
11,789,570,140,137,32,600,10
11,632,612,125,61,26,642,10
11,372,720,89,65,16,750,10
11,450,740,179,75,13,770,10
11,663,757,178,72,23,787,10
11,526,766,95,64,4,796,10
11,411,775,120,37,28,805,10
11,415,784,132,32,18,814,10
11,333,835,142,14,18,865,10
11,700,943,165,59,27,973,10
11,187,1048,157,38,3,1078,10
11,294,1068,94,40,24,1098,10
11,759,1071,140,108,29,1101,10
11,92,1124,92,18,8,1154,10
11,895,1139,92,76,4,1169,10
11,423,1165,149,98,4,1195,10
11,156,1382,79,80,19,1412,10
11,964,1400,100,66,15,1430,10
11,151,1433,87,3,13,1463,10
11,555,1458,102,6,3,1488,10
11,109,1558,151,81,28,1588,10
