lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
23,0,0,150,150,0,1496,0
23,59,12,140,143,20,81,90
23,224,31,128,172,20,80,90
23,131,34,118,163,30,85,90
23,221,82,140,140,30,129,90
23,303,100,128,176,20,151,90
23,61,104,114,164,20,153,90
23,18,163,141,137,30,233,90
23,71,188,116,159,10,260,90
23,399,190,129,177,20,244,90
23,120,261,136,140,10,327,90
23,256,280,121,181,20,350,90
23,582,283,114,158,30,349,90
23,244,358,136,144,10,418,90
23,55,381,122,175,30,442,90
23,468,387,109,157,20,436,90
23,197,454,134,146,10,508,90
23,38,468,122,172,10,542,90
23,348,472,111,153,10,539,90
23,464,554,132,146,20,593,90
23,34,569,121,170,30,624,90
23,77,569,114,156,20,632,90
23,340,631,134,147,20,699,90
23,238,668,118,156,40,721,90
23,251,731,134,148,20,781,90
23,576,762,119,157,10,810,90
23,345,818,137,150,30,882,90
