lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
9,407,338,110,241,9,454,10
9,616,385,102,252,21,502,10
9,658,418,100,218,31,523,10
9,475,476,78,261,32,616,10
9,27,501,106,302,3,609,10
9,733,504,110,290,3,595,10
9,419,521,111,286,21,664,10
9,582,638,48,278,36,809,10
9,172,649,52,251,8,745,10
9,182,715,73,292,8,808,10
9,4,1335,93,283,13,1434,10
9,63,1431,94,268,25,1610,10
9,792,1619,81,290,14,1706,10
9,663,1650,105,254,12,1740,10
9,48,1688,92,255,30,1824,10
9,79,1857,91,233,25,1992,10
9,528,1889,74,231,11,2019,10
9,283,2011,56,292,30,2160,10
9,332,2101,80,282,10,2190,10
9,24,2104,131,275,30,2247,10
9,140,2137,44,277,9,2254,10
9,64,2213,84,293,11,2355,10
9,93,2235,68,250,14,2396,10
9,471,2520,26,260,16,2634,10
9,302,2711,90,311,12,2757,10
9,514,3280,119,286,18,3468,10
9,376,3997,85,256,15,4152,10
9,791,4008,75,238,13,4155,10
9,598,4336,74,283,5,4471,10
9,53,4391,70,231,16,4505,10
9,45,4432,84,221,22,4511,10
9,709,4599,59,285,16,4694,10
9,293,4848,92,238,11,4985,10
