lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
22,525,150,346,163,30,180,10
22,121,156,352,162,10,186,10
22,491,156,334,186,1,186,10
22,238,164,353,164,20,194,10
22,334,171,369,171,23,201,10
22,140,180,357,160,20,210,10
22,248,194,355,156,20,224,10
22,666,209,351,153,30,239,10
22,767,224,349,157,10,254,10
22,27,237,346,155,20,267,10
22,326,250,345,158,20,280,10
22,524,289,349,181,1,319,10
22,224,344,374,175,18,374,10
22,639,378,350,207,16,408,10
22,328,400,342,154,25,430,10
22,578,405,361,194,12,435,10
22,643,448,399,179,26,478,10
22,322,451,389,171,3,481,10
22,476,463,369,211,20,493,10
22,514,467,377,144,23,497,10
22,171,490,381,144,18,520,10
22,290,499,357,202,5,529,10
22,250,578,364,213,11,608,10
22,678,727,368,215,15,757,10
22,83,768,338,150,16,798,10
22,167,792,351,199,4,822,10
22,423,980,395,167,24,1010,10
