lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
14,144,162,142,372,18,192,10
14,984,171,154,392,9,201,10
14,920,207,166,440,12,237,10
14,837,208,141,428,20,238,10
14,539,211,140,431,30,241,10
14,867,218,141,431,30,248,10
14,147,226,93,413,17,256,10
14,835,226,102,422,23,256,10
14,220,233,145,434,20,263,10
14,383,234,146,376,8,264,10
14,668,235,112,433,29,265,10
14,996,245,147,435,20,275,10
14,25,254,116,466,20,284,10
14,628,254,117,467,10,284,10
14,825,257,132,479,11,287,10
14,419,259,146,439,10,289,10
14,847,262,115,465,10,292,10
14,839,271,144,439,30,301,10
14,917,276,112,467,10,306,10
14,465,287,111,467,20,317,10
14,466,287,138,438,20,317,10
14,308,299,135,400,20,329,10
14,740,299,112,465,10,329,10
14,746,308,134,428,20,338,10
14,585,311,111,464,10,341,10
14,328,322,111,463,20,352,10
14,815,327,132,477,25,357,10
14,752,334,109,463,30,364,10
14,229,348,110,459,30,378,10
14,197,359,111,459,20,389,10
14,860,365,182,480,31,395,10
14,61,471,105,474,27,501,10
14,666,531,141,426,23,561,10
14,76,547,176,470,14,577,10
14,503,574,185,434,9,604,10
14,280,625,150,484,16,655,10
14,138,653,163,472,9,683,10
14,913,759,130,494,6,789,10
14,357,808,133,455,25,838,10
14,255,815,115,395,11,845,10
14,292,937,154,374,36,967,10
14,622,1030,196,489,23,1060,10
14,785,1126,162,388,11,1156,10
14,434,1164,149,458,13,1194,10
14,283,1169,111,392,18,1199,10
14,128,1273,103,464,22,1303,10
14,182,1411,179,497,1,1441,10
14,697,1412,167,445,7,1442,10
14,168,1446,175,422,24,1476,10
14,608,1457,122,422,3,1487,10
14,387,1532,142,360,20,1562,10
14,113,1541,195,464,20,1571,10
