lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
4,98,3,147,152,14,100,10
4,547,7,148,157,24,164,10
4,115,11,139,146,34,108,10
4,221,18,135,139,12,189,10
4,70,22,128,155,11,179,10
4,166,37,133,153,32,101,10
4,504,62,122,127,1,228,10
4,296,69,125,136,5,160,10
4,34,82,117,168,14,219,10
4,334,85,126,127,40,181,10
4,532,87,124,174,22,197,10
4,507,90,112,161,11,227,10
4,118,134,107,174,21,260,10
4,304,144,109,148,19,279,10
4,23,171,102,173,15,254,10
4,365,201,93,165,13,270,10
4,319,642,110,145,8,803,10
4,249,766,102,155,12,861,10
4,215,804,100,138,24,956,10
4,530,853,106,168,21,963,10
4,560,1189,113,188,11,1362,10
4,353,2274,119,183,6,2382,10
4,369,2515,108,162,24,2623,10
4,5,3050,117,178,19,3197,10
4,232,3379,125,148,8,3484,10
4,465,3492,125,168,27,3562,10
4,61,3538,120,155,24,3683,10
4,199,4044,117,155,22,4138,10
