lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
12,555,190,423,315,12,200,10
12,250,201,442,289,25,211,10
12,872,208,451,305,13,218,10
12,536,229,460,328,13,239,10
12,198,248,490,276,33,258,10
12,304,320,475,352,33,330,10
12,188,384,453,318,30,394,10
12,732,394,447,272,12,404,10
12,764,532,490,286,29,542,10
12,714,538,436,295,11,548,10
12,736,544,489,274,31,554,10
12,438,623,497,296,14,633,10
12,906,632,499,316,18,642,10
12,922,758,497,266,25,768,10
12,347,780,486,324,15,790,10
12,734,790,475,267,7,800,10
12,215,838,492,335,10,848,10
12,512,844,472,248,11,854,10
12,509,862,440,284,25,872,10
12,196,868,487,320,21,878,10
12,939,900,478,300,12,910,10
12,343,950,440,292,24,960,10
12,43,970,440,294,16,980,10
12,125,990,447,267,19,1000,10
12,554,1010,457,280,17,1020,10
12,186,1026,428,302,27,1036,10
12,678,1057,463,253,23,1067,10
12,72,1067,424,288,13,1077,10
12,861,1214,492,326,19,1224,10
12,716,1253,495,355,3,1263,10
12,570,1386,433,319,11,1396,10
12,370,1407,489,338,17,1417,10
