lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
16,521,121,29,152,30,200,90
16,287,130,28,103,10,206,90
16,588,134,16,151,20,192,90
16,590,181,30,148,20,250,90
16,288,190,27,100,10,258,90
16,400,193,14,149,10,260,90
16,117,277,29,148,20,336,90
16,489,293,26,99,10,338,90
16,351,296,10,150,10,346,90
16,527,374,25,145,30,429,90
16,136,379,25,99,40,434,90
16,49,386,10,147,20,442,90
16,35,471,25,141,20,519,90
16,539,471,26,97,10,527,90
16,169,475,9,145,30,537,90
16,135,561,29,94,20,624,90
16,373,563,28,144,20,616,90
16,26,569,9,144,40,626,90
16,165,646,31,145,30,719,90
16,485,649,22,97,20,731,90
16,341,660,4,149,20,729,90
16,93,746,33,142,20,806,90
16,428,756,19,102,30,816,90
16,220,756,0,153,20,823,90
16,32,837,22,102,10,921,90
16,269,858,8,155,10,919,90
16,528,930,23,103,20,1011,90
16,225,1044,23,107,10,1086,90
