lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
10,786,140,319,274,20,300,90
10,604,164,331,268,30,324,90
10,163,258,333,264,20,418,90
10,753,355,339,261,30,515,90
10,339,450,343,264,20,610,90
10,215,545,341,269,10,705,90
10,691,646,349,276,40,806,90
10,669,742,343,279,30,902,90
10,740,841,351,281,20,1001,90
10,774,934,352,284,20,1094,90
10,270,1028,348,283,30,1188,90
10,280,1126,341,287,10,1286,90
10,314,1222,339,281,10,1382,90
10,129,1315,337,282,10,1475,90
10,126,1410,332,284,10,1570,90
10,616,1506,329,289,10,1666,90
10,258,1611,343,296,20,1771,90
10,362,1705,346,294,10,1865,90
10,17,1802,352,291,10,1962,90
10,279,1902,361,295,20,2062,90
10,503,2000,365,288,10,2160,90
10,188,2094,364,284,10,2254,90
10,613,2209,388,278,30,2369,90
10,784,2312,376,271,20,2472,90
10,557,2415,363,270,20,2575,90
10,511,2511,363,276,10,2671,90
10,196,2611,354,273,20,2771,90
10,33,2704,351,272,10,2864,90
10,63,2799,351,267,20,2959,90
10,114,2892,351,264,20,3052,90
10,554,3008,351,238,10,3168,90
