lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
1,88,83,67,161,10,151,90
1,155,83,76,111,20,157,90
1,580,150,75,110,10,201,90
1,300,150,60,160,20,211,90
1,45,238,74,109,40,294,90
1,346,246,57,155,20,307,90
1,463,323,74,106,20,395,90
1,285,342,60,156,20,397,90
1,412,422,70,102,30,488,90
1,58,428,61,157,40,494,90
1,293,518,63,155,10,591,90
1,342,521,70,109,20,583,90
1,415,611,69,109,20,675,90
1,215,611,65,156,10,682,90
1,40,698,68,113,20,776,90
1,436,706,66,157,10,769,90
1,66,797,67,154,20,864,90
1,525,806,74,113,20,860,90
1,64,901,71,154,40,949,90
