lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
3,587,107,119,253,20,169,90
3,42,116,157,266,20,156,90
3,352,132,149,282,10,191,90
3,440,169,121,255,30,231,90
3,205,172,154,266,40,247,90
3,57,201,149,285,10,249,90
3,315,261,150,272,10,352,90
3,413,261,122,259,20,329,90
3,147,286,148,288,30,350,90
3,5,358,121,260,10,414,90
3,519,374,151,269,40,426,90
3,73,383,151,294,20,446,90
3,53,452,119,262,20,505,90
3,112,464,153,265,30,525,90
3,478,481,149,294,10,532,90
3,448,549,116,265,20,598,90
3,2,562,153,254,20,629,90
3,151,577,144,292,20,627,90
3,39,635,119,267,10,698,90
3,141,667,143,288,30,726,90
3,530,731,124,264,30,794,90
3,555,760,140,292,10,823,90
3,567,826,123,260,10,888,90
3,266,860,140,290,20,906,90
3,270,921,126,256,20,983,90
3,124,947,141,286,10,1008,90
3,356,1046,147,285,10,1102,90
3,583,1146,147,281,20,1190,90
