lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
7,209,153,398,210,31,163,10
7,679,235,435,180,37,245,10
7,46,256,480,136,22,266,10
7,54,268,423,221,9,278,10
7,725,310,484,224,7,320,10
7,988,347,495,199,25,357,10
7,269,354,495,227,20,364,10
7,575,434,447,184,27,444,10
7,924,439,420,224,10,449,10
7,991,502,452,206,31,512,10
7,454,523,423,170,27,533,10
7,169,536,439,156,2,546,10
7,797,553,443,167,17,563,10
7,538,614,494,165,19,624,10
7,94,618,452,172,9,628,10
7,812,635,450,194,27,645,10
7,756,639,461,182,13,649,10
7,870,649,432,199,7,659,10
7,598,698,480,131,5,708,10
7,100,725,492,188,33,735,10
7,109,792,500,228,8,802,10
7,397,845,475,198,20,855,10
7,399,866,481,207,34,876,10
7,868,877,455,168,21,887,10
7,67,903,440,201,29,913,10
7,745,910,415,207,18,920,10
7,839,913,429,169,8,923,10
7,869,914,428,202,24,924,10
7,510,920,417,212,12,930,10
7,159,921,404,207,6,931,10
7,4,949,439,237,11,959,10
7,826,990,439,222,22,1000,10
7,676,1011,441,177,23,1021,10
7,735,1021,482,141,14,1031,10
7,562,1032,480,152,26,1042,10
7,119,1038,426,231,24,1048,10
7,648,1117,482,184,14,1127,10
7,639,1138,458,213,22,1148,10
7,560,1150,449,190,2,1160,10
7,8,1196,466,149,16,1206,10
7,568,1199,442,153,29,1209,10
7,168,1220,488,173,25,1230,10
7,782,1261,405,187,34,1271,10
7,195,1266,498,171,12,1276,10
7,506,1315,454,201,16,1325,10
7,83,1399,470,138,16,1409,10
7,422,1405,461,195,26,1415,10
7,602,1438,489,159,29,1448,10
7,288,1465,456,157,20,1475,10
7,357,1522,461,186,16,1532,10
