lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
16,814,206,391,99,20,236,10
16,171,212,398,97,10,242,10
16,523,218,407,98,10,248,10
16,267,219,406,96,20,249,10
16,579,227,406,99,20,257,10
16,321,228,406,94,10,258,10
16,841,242,404,103,20,272,10
16,824,243,411,95,30,273,10
16,670,256,400,103,10,286,10
16,20,258,409,90,20,288,10
16,903,267,399,102,20,297,10
16,861,270,409,88,20,300,10
16,180,278,398,103,30,308,10
16,638,284,408,84,10,314,10
16,736,290,399,104,10,320,10
16,445,298,404,83,30,328,10
16,521,302,399,106,20,332,10
16,23,313,406,87,10,343,10
16,455,324,407,88,10,354,10
16,239,341,403,93,10,371,10
16,131,448,418,75,11,478,10
16,674,587,374,116,9,617,10
16,112,732,429,67,16,762,10
16,620,991,376,92,10,1021,10
16,205,1000,391,112,24,1030,10
16,33,1004,390,120,24,1034,10
16,673,1071,432,66,30,1101,10
16,103,1112,382,110,24,1142,10
16,978,1114,437,98,16,1144,10
16,804,1177,415,95,15,1207,10
16,820,1259,404,140,8,1289,10
