lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
24,257,704,60,246,25,816,10
24,640,805,43,210,20,881,10
24,654,846,41,232,16,917,10
24,108,896,34,239,16,975,10
24,754,924,47,208,30,1007,10
24,318,1087,35,263,27,1194,10
24,387,1102,16,287,12,1185,10
24,602,1103,1,252,5,1218,10
24,345,1187,14,232,18,1374,10
24,866,1227,9,233,31,1343,10
24,709,1309,61,214,4,1545,10
24,49,1490,24,259,19,1591,10
24,588,2238,62,236,29,2345,10
24,293,2258,72,227,25,2373,10
24,748,2463,10,237,19,2588,10
24,931,2617,2,264,40,2739,10
24,629,2751,33,268,18,2936,10
24,174,2757,18,225,8,2893,10
24,498,3176,68,240,11,3300,10
24,869,3237,46,248,9,3394,10
24,232,3709,0,188,26,3867,10
24,955,3784,7,194,29,3947,10
24,398,4016,26,221,28,4076,10
24,292,4035,19,273,25,4218,10
24,804,4086,23,235,43,4220,10
24,266,4124,60,231,32,4203,10
24,277,4242,5,224,19,4316,10
24,304,4772,6,196,20,4973,10
24,302,5428,13,214,21,5520,10
24,343,5478,5,281,16,5615,10
24,57,5910,33,278,18,6108,10
