lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
13,20,119,61,70,30,180,90
13,336,125,64,59,30,197,90
13,458,143,37,62,10,195,90
13,540,184,59,67,10,243,90
13,230,184,65,56,10,253,90
13,379,206,35,56,10,273,90
13,542,267,57,68,10,344,90
13,237,282,64,55,20,338,90
13,459,301,29,57,30,370,90
13,596,361,55,68,30,435,90
13,509,368,62,53,10,437,90
13,545,396,28,56,30,459,90
13,388,465,64,53,30,525,90
13,471,473,52,63,10,513,90
13,207,496,25,50,10,551,90
13,201,549,55,62,20,624,90
13,299,559,65,49,20,619,90
13,323,594,29,55,20,647,90
13,122,658,59,64,10,703,90
13,406,658,66,54,20,710,90
13,48,669,31,55,20,755,90
13,382,746,60,64,10,797,90
13,447,746,66,56,30,806,90
13,561,781,34,54,30,830,90
13,187,837,70,57,20,902,90
13,255,839,63,59,20,897,90
13,159,864,36,52,30,932,90
13,24,939,62,65,20,988,90
13,503,956,37,53,10,1023,90
13,472,1030,65,68,20,1087,90
13,11,1115,65,69,10,1184,90
