lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
23,791,185,96,346,26,215,10
23,334,193,73,328,20,223,10
23,60,197,71,333,10,227,10
23,869,206,69,334,30,236,10
23,587,218,69,336,20,248,10
23,642,231,95,382,19,261,10
23,830,231,67,334,20,261,10
23,822,242,67,335,20,272,10
23,601,253,66,336,10,283,10
23,381,266,63,336,20,296,10
23,152,286,62,326,20,316,10
23,139,332,29,336,22,362,10
23,880,373,13,394,15,403,10
23,359,663,59,388,20,693,10
23,120,770,7,382,27,800,10
23,340,882,58,391,16,912,10
23,551,914,107,374,8,944,10
23,770,926,84,377,10,956,10
23,583,1009,104,349,20,1039,10
23,130,1079,44,344,12,1109,10
23,295,1086,0,356,13,1116,10
23,766,1224,12,358,7,1254,10
