lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
21,57,429,265,141,22,494,10
21,29,481,283,144,6,585,10
21,26,563,289,143,23,652,10
21,97,1304,289,130,27,1451,10
21,94,1651,299,153,12,1749,10
21,151,2557,291,148,11,2648,10
21,342,2565,280,158,34,2737,10
21,77,2567,275,146,14,2761,10
21,160,2853,288,127,23,2950,10
21,195,3047,295,123,29,3231,10
21,331,3230,274,136,11,3325,10
21,78,3350,268,113,22,3512,10
21,20,3585,298,135,7,3736,10
21,359,3621,262,164,18,3681,10
21,546,3830,271,145,26,3943,10
